,7CKZ_lig-to-AF_7CKW,7JOZ_lig-to-AF_7CKW,7CKW_lig-to-AF_7CKW,7CRH_lig-to-AF_7CKW,7CKX_lig-to-AF_7CKW,7CKY_lig-to-AF_7CKW,7JV5_lig-to-AF_7CKW,7JVQ_lig-to-AF_7CKW,7LJD_lig-to-AF_7CKW,7JVP_lig-to-AF_7CKW,7LJC_lig-to-AF_7CKW
61,1.640893353134702,,6.81405561165095,5.151168067022032,,,4.164682641893025,6.000260359730095,1.9140498064432994,3.324114504055547,4.181516156298265
62,1.3831100894763801,,2.182797684306333,10.846110491618317,,,6.332272975781122,5.111407456466785,1.7765099954194385,4.083084795446326,6.291733422597645
63,13.583740441297314,,2.961556094865991,4.237662609109417,,,6.193360343607476,5.232889315559006,13.296296167953127,6.384424079634003,6.173031530270039
64,2.7249291460513794,,2.1845604604702964,4.582226163107577,,,4.304637892538698,5.180888148928274,2.4532790936211524,1.998574174171745,4.328589048873957
65,5.559088109270058,,5.936722223485813,4.6203190067230855,,,3.1367622645727056,6.081894689980646,5.474690674090551,5.275445636709769,3.245284275752889
66,2.3602848965324457,,2.182392715754069,4.744887373757889,,,5.313530710392302,5.720737695699593,2.1776785529743865,1.4103455227861545,5.254010999801998
67,1.7227069480727706,,3.644012349276868,4.04550830260243,,,1.5979050371189616,5.3906263414317035,1.859993672595393,2.8382434382620176,1.584866367250283
68,4.43117719692615,,5.899878461055301,4.521797508161708,,,5.333356496879349,5.234444389832727,4.5206247540326565,3.978317136032109,5.267443514522281
69,2.091094713978197,,3.6597070496976944,4.04884974543683,,,3.5698126878137146,5.955361006672724,2.2323040818180133,3.6848354270631103,3.56740802089076
70,2.1329104712759572,,3.9206709350137863,4.051408803688184,,,4.10144431879374,5.1401918404180424,2.13199721292929,5.267360400283678,4.121142559719804
71,3.1251229774759026,,2.455959513453251,4.487665315021336,,,1.8441995407158207,5.2583942678048485,3.2376247237433198,3.0909831001490056,1.838860280734593
72,3.610547103148098,,2.2455552072159177,4.161664700303702,,,6.335718100053959,6.03545321253211,3.7975974962971,3.084744692513744,6.297018141829536
